id	kind	owner_skill	parameterized_suite	definition_location
IDE-A08	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:195
IDE-A09	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:196
IDE-A10	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:197
IDE-A11	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:198
IQ-001	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:21
IQ-002	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:22
IQ-003	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:23
IQ-004	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:24
IQ-005	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:25
IQ-006	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:26
IQ-007	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:27
IQ-008	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:48
IQ-A01	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:122
IQ-A02	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:123
IQ-A03	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:124
IQ-A04	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:125
IQ-A05	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:126
IQ-A06	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:127
IQ-A07	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:128
IQ-A08	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:129
IQ-A09	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:130
IQ-A10	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/input-attachments-queue.md:131
IX-A01	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/interaction-extension.md:58
IX-A02	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/interaction-extension.md:59
IX-A03	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/interaction-extension.md:60
IX-A04	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/interaction-extension.md:61
IX-A05	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/interaction-extension.md:62
IX-A06	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/interaction-extension.md:63
IX-A07	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/interaction-extension.md:64
LSP-001	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:20
LSP-002	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:22
LSP-003	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:24
LSP-010	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:28
LSP-011	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:45
LSP-012	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:47
LSP-020	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:51
LSP-021	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:53
LSP-022	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:55
LSP-030	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:59
LSP-031	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:69
LSP-032	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:71
LSP-033	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:73
LSP-034	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:75
LSP-040	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:79
LSP-041	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:81
LSP-042	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:83
LSP-050	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:87
LSP-051	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:89
LSP-052	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:91
LSP-053	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:93
LSP-054	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:95
LSP-060	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:99
LSP-061	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:101
LSP-062	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:103
LSP-063	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:105
LSP-A01	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:121
LSP-A02	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:122
LSP-A03	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:123
LSP-A04	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:124
LSP-A05	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:125
LSP-A06	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/lsp-runtime.md:126
MA-AUTH-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:31
MA-BE-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:27
MA-BGD-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:27
MA-BGD-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:28
MA-BKD-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:26
MA-BLT-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:26
MA-CAN-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:36
MA-CLN-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:38
MA-COORD-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:39
MA-COORD-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:40
MA-CTX-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:33
MA-DEF-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:29
MA-DEF-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:22
MA-DEF-003	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:23
MA-DEF-004	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:24
MA-DEF-005	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:25
MA-FLT-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:29
MA-FLT-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:30
MA-FRK-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:29
MA-FRK-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:30
MA-ID-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:30
MA-INP-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:29
MA-INP-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:30
MA-INV-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:25
MA-ISO-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:37
MA-KIL-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:35
MA-MBX-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:40
MA-MBX-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:31
MA-MBX-003	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:32
MA-MCP-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:28
MA-MSG-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:33
MA-OFF-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:43
MA-OUT-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:33
MA-OUT-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:34
MA-PANE-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:28
MA-PERM-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:34
MA-PERM-003	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:35
MA-PERM-A01	scenario	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/acceptance-and-provenance.md:484
MA-PLAN-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:32
MA-PLAN-002	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/teams-coordination.md:36
MA-POL-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/agent-definitions.md:31
MA-REM-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:32
MA-RES-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/SKILL.md:38
MA-RSM-001	contract	implementation-multi-agent	CONF-019	.codex/skills/implementation-multi-agent/references/delegation-lifecycle.md:36
